id,show,date,type,url
2,1,1/26/13,soundboard,https://archive.org/details/jrad2013-01-26.mtx
1,1,1/26/13,audience,https://archive.org/details/JRAD2013-01-26.nyctaper
468,1,1/26/13,audience,https://archive.org/details/jrad2013-01-26.fob-bk4022.claymont.vgrm357.flac16
469,1,1/26/13,soundboard,https://archive.org/details/jrad2013-01-26.mk5.sbd.matrix.flac16
470,1,1/26/13,video,https://www.youtube.com/watch?v=k-imU0EJEso
471,1,1/26/13,video,https://www.youtube.com/watch?v=o5tNNvS00Ik
3,2,12/27/13,soundboard,https://archive.org/details/jrad2013-12-27.cmc64.sbd.matrix.flac16
4,2,12/27/13,audience,https://archive.org/details/jrad2013-12-27.cmc641.flac16
5,3,8/1/14,soundboard,https://archive.org/details/jrad2014-08-01.cmc621.sbd.matrix.flac16
6,3,8/1/14,audience,https://archive.org/details/JoeRussosAlmostDead2014-08-01
392,3,8/1/14,video,https://www.youtube.com/watch?v=LTeE_ncumJo
7,4,9/19/14,soundboard,https://archive.org/details/jrad2014-09-19.cmc621.sbd.matrix.flac16
8,5,9/20/14,soundboard,https://archive.org/details/jrad2014-09-20.cmc621.sbd.matrix.flac16
9,6,10/5/14,soundboard,https://archive.org/details/jrad2014-10-05.sbd.flac16
11,7,10/10/14,soundboard,https://archive.org/details/jrad2014-10-10.cmc621.sbd.matrix.flac16
12,7,10/10/14,audience,https://archive.org/details/JRAD2014-10-10
15,8,10/11/14,video,https://www.youtube.com/watch?v=CmcwDa5rfwE
16,8,10/11/14,video,https://www.youtube.com/watch?v=9rAZLVi5Az0
13,8,10/11/14,soundboard,https://archive.org/details/jrad2014-10-11.cmc621.sbd.matrix.flac16
14,8,10/11/14,audience,https://archive.org/details/jrad2014-10-11.fob.mc803.kindrec
17,9,11/2/14,video,https://www.youtube.com/watch?v=kZm8nOG6hhA
18,10,12/29/14,soundboard,"http://www.livedownloads.com/live-music/0,11763/PhilRAD-mp3-flac-download-12-29-2014-The-Capitol-Theatre-Port-Chester-NY.html"
19,10,12/29/14,audience,https://archive.org/details/philrad2014-12-29.cmc641xt.flac16
465,10,12/29/14,audience,https://archive.org/details/philrad2014-12-29.mk5.flac16
20,11,12/30/14,soundboard,"http://www.livedownloads.com/live-music/0,11765/PhilRAD-mp3-flac-download-12-30-2014-The-Capitol-Theatre-Port-Chester-NY.html"
21,11,12/30/14,audience,https://archive.org/details/philrad2014-12-30.cmc641xt.flac16
466,11,12/30/14,audience,https://archive.org/details/philrad2014-12-30.mk5.flac16
22,12,12/31/14,soundboard,"http://www.livedownloads.com/live-music/0,11764/PhilRAD-mp3-flac-download-12-31-2014-The-Capitol-Theatre-Port-Chester-NY.html"
23,12,12/31/14,audience,https://archive.org/details/philrad2014-12-31.cmc641xt.flac16
365,12,12/31/14,video,https://www.youtube.com/watch?v=QOnOHzR_424
467,12,12/31/14,audience,https://archive.org/details/philrad2014-12-31.mk5.flac16
24,13,1/23/15,soundboard,https://archive.org/details/jrad2015-01-23.cmc621.sbd.matrix.flac16
25,13,1/23/15,audience,https://archive.org/details/jrad2015-01-23.cmc65xt.flac16
26,14,1/24/15,soundboard,https://archive.org/details/jrad2015-01-24.cmc621.sbd.matrix.flac16
27,14,1/24/15,audience,https://archive.org/details/jrad2015-01-24.cmc65xt.flac16
459,14,1/24/15,video,https://www.youtube.com/watch?v=iCqTmaRaVa4
28,15,2/5/15,soundboard,https://archive.org/details/jrad2015-02-05.cmc621.sbd.matrix.flac16
29,15,2/5/15,audience,https://archive.org/details/JRAD2015-02-05
30,16,2/6/15,audience,https://archive.org/details/jrad2015-02-06.mk5.flac16
472,16,2/6/15,audience,http://bt.etree.org/details.php?torrentId=578009
31,17,2/7/15,audience,https://archive.org/details/jrad2015-02-07.dpa4011.flac16
473,17,2/7/15,audience,http://bt.etree.org/details.php?torrentId=578079
474,17,2/7/15,audience,http://bt.etree.org/details.php?torrentId=578080
32,18,2/8/15,audience,https://archive.org/details/JRAD2015-02-08._KM140
33,19,2/14/15,audience,https://archive.org/details/jrad2015-02-14.cmc641xt.flac16
475,19,2/14/15,audience,http://bt.etree.org/details.php?torrentId=578172
476,19,2/14/15,audience,http://bt.etree.org/details.php?torrentId=578171
34,20,2/15/15,audience,https://archive.org/details/jrad2015-02-15.cmc641xt.flac16
477,20,2/15/15,audience,http://bt.etree.org/details.php?torrentId=578297
478,20,2/15/15,audience,http://bt.etree.org/details.php?torrentId=578296
479,20,2/15/15,audience,http://bt.etree.org/details.php?torrentId=578192
35,21,2/16/15,audience,https://archive.org/details/jrad2015-02-16.cmc641xt.flac16
480,21,2/16/15,audience,http://bt.etree.org/details.php?torrentId=578206
481,21,2/16/15,audience,http://bt.etree.org/details.php?torrentId=578207
482,21,2/16/15,audience,http://bt.etree.org/details.php?torrentId=578220
36,22,4/22/15,soundboard,https://archive.org/details/jrad2015-04-22.cmc621.sbd.matrix.flac24
37,22,4/22/15,audience,http://bt.etree.org/details.php?id=579730
483,22,4/22/15,audience,http://bt.etree.org/details.php?torrentId=579766
484,22,4/22/15,audience,http://bt.etree.org/details.php?torrentId=579730
38,23,4/23/15,audience,https://archive.org/details/jrad2015-04-23.picklemic
39,24,4/24/15,audience,https://archive.org/details/jrad2015-04-24.akg481
40,25,4/25/15,soundboard,https://archive.org/details/jrad2015-04-25.cmc621.sbd.matrix.flac24
433,25,4/25/15,audience,https://archive.org/details/jrad2015-04-25.mk4v.flac16
485,25,4/25/15,audience,http://bt.etree.org/details.php?torrentId=579590
486,25,4/25/15,audience,http://bt.etree.org/details.php?torrentId=579591
41,26,5/1/15,soundboard,https://archive.org/details/jrad2015-05-01.cmc621.sbd.matrix.flac16
42,26,5/1/15,audience,https://archive.org/details/jrad2015-05-01.busman.bsc2.flac16
488,26,5/1/15,audience,http://bt.etree.org/details.php?torrentId=579798
43,27,5/2/15,audience,https://archive.org/details/JRAD2015-05-02.ADK-TL.FLAC24
487,27,5/2/15,audience,http://bt.etree.org/details.php?torrentId=579683
44,28,5/9/15,soundboard,http://www.nyctaper.com/2015/05/joe-russos-almost-dead-may-9-2015-capitol-theatre-flacmp3streaming-matrix/
45,28,5/9/15,audience,https://archive.org/details/jrad2015-05-09.cmc622xt.flac16
489,28,5/9/15,audience,http://bt.etree.org/details.php?torrentId=579857
490,28,5/9/15,audience,http://bt.etree.org/details.php?torrentId=579856
491,28,5/9/15,audience,http://bt.etree.org/details.php?torrentId=579765
492,28,5/9/15,audience,http://bt.etree.org/details.php?torrentId=579764
493,28,5/9/15,audience,http://bt.etree.org/details.php?torrentId=579763
494,28,5/9/15,audience,http://bt.etree.org/details.php?torrentId=579762
46,29,5/16/15,audience,https://archive.org/details/jrad2015-05-16.mk41remaster.flac16
47,31,5/23/15,audience,https://archive.org/details/JRAD2015-05-23
48,32,5/24/15,soundboard,https://archive.org/details/jrad2015-05-24.cmc621.sbd.matrix.flac16
49,32,5/24/15,audience,https://archive.org/details/jrad2015-05-24.bin.flac16
50,33,5/30/15,soundboard,https://archive.org/details/jrad2015-05-30.cmc621.sbd.matrix.flac16
51,34,6/3/15,soundboard,https://archive.org/details/jrad2015-06-03.cmc55.sbd.matrix.flac16
426,34,6/3/15,video,https://www.youtube.com/watch?v=PtcfOy_GopQ
52,35,6/5/15,audience,https://archive.org/details/JRAD2015-06-05.nyctaper
495,35,6/5/15,audience,http://bt.etree.org/details.php?torrentId=580192
496,35,6/5/15,audience,http://bt.etree.org/details.php?torrentId=580845
497,35,6/5/15,audience,http://bt.etree.org/details.php?torrentId=580846
53,36,6/6/15,soundboard,https://archive.org/details/jrad2015-06-06.cmc621.sbd.matrix.flac16
54,38,7/5/15,audience,https://archive.org/details/jrad2015-07-05.k41.bsc1
56,39,7/10/15,audience,https://archive.org/details/jrad2015-07-10.m934b_16bit
57,40,8/8/15,audience,https://archive.org/details/JRAD2015-08-08
58,41,8/14/15,audience,https://archive.org/details/JRAD2015-08-14.JradPeachMusicFestivalScrantonPA
498,41,8/14/15,audience,http://bt.etree.org/details.php?torrentId=581946
499,41,8/14/15,audience,http://bt.etree.org/details.php?torrentId=581858
500,41,8/14/15,audience,http://bt.etree.org/details.php?torrentId=581779
59,42,8/22/15,soundboard,https://archive.org/details/jrad2015-08-22.sbd.flac16
60,45,9/19/15,audience,https://archive.org/details/jrad2015-09-19.ca14.flac16
335,45,9/19/15,audience,https://archive.org/details/jrad2015-09-19.bsc1.flac16
61,46,10/2/15,soundboard,https://archive.org/details/jrad2015-10-02.cmc621.sbd.matrix.flac16
62,46,10/2/15,audience,http://bt.etree.org/details.php?id=582670
501,46,10/2/15,audience,http://bt.etree.org/details.php?torrentId=582670
63,47,10/3/15,soundboard,https://archive.org/details/jrad2015-10-03.cmc621.sbd.matrix.flac16
348,47,10/3/15,pro-shot,https://www.youtube.com/watch?v=jzCy5em0Zew
64,48,10/4/15,soundboard,https://archive.org/details/jrad2015-10-04.cmc621.sbd.matrix.flac16
65,48,10/4/15,audience,http://bt.etree.org/details.php?id=582710
66,49,10/28/15,audience,https://archive.org/details/jrad2015-10-28.flac16
67,50,10/29/15,soundboard,https://archive.org/details/jrad2015-10-29.cmc621.sbd.matrix.flac16
68,51,10/30/15,audience,https://archive.org/details/jrad2015-10-30.brennecke.flac16
464,51,10/30/15,audience,https://archive.org/details/jrad2015-10-30.partial.peluso.flac16
69,52,10/31/15,audience,https://archive.org/details/JRAD2015-10-31.mk4.flac16.RD
70,53,11/27/15,audience,https://archive.org/details/jrad2015-11-27.Schoeps.mk41v.sxr4.flac16
71,54,11/28/15,audience,https://archive.org/details/jrad2015-11-28.Schoeps.mk4v.sxr4.flac16
72,55,12/11/15,soundboard,https://archive.org/details/jrad2015-12-11.cmc621.sbd.matrix.flac16
73,56,12/12/15,soundboard,https://archive.org/details/jrad2015-12-12.cmc621.sbd.matrix.flac16
74,56,12/12/15,audience,https://archive.org/details/jrad2015-12-12.zoom-h6.flac24
75,57,12/19/15,soundboard,https://archive.org/details/jrad2015-12-19.cmc621.sbd.matrix.flac16
76,57,12/19/15,audience,https://archive.org/details/jrad2015-12-19.audixhc.kindrec
502,57,12/19/15,audience,http://bt.etree.org/details.php?torrentId=583989
77,58,12/31/15,soundboard,https://archive.org/details/jrad2015-12-31.cmc65.sbd.matrix.flac16
78,58,12/31/15,audience,https://archive.org/details/JRAD2015-12-31.schoepsMK4V.travitz.flac16
79,59,1/1/16,soundboard,https://archive.org/details/jrad2016-01-01.mk41v.sbd.matrix.flac16
344,59,1/1/16,pro-shot,https://www.youtube.com/watch?v=CJIDXzv8_g4
80,60,1/2/16,soundboard,https://archive.org/details/jrad2016-01-02.mk41v.sbd.matrix.flac16
81,60,1/2/16,audience,https://archive.org/details/jrad2016-01-02.aud.senn441.wav16
503,61,1/6/16,audience,http://bt.etree.org/details.php?torrentId=584633
504,61,1/6/16,audience,http://bt.etree.org/details.php?torrentId=584917
82,62,1/7/16,video,https://www.youtube.com/watch?v=CBzC7RcJ_zY
83,62,1/7/16,video,https://www.youtube.com/watch?v=wuHnf0KIpPg
505,62,1/7/16,audience,http://bt.etree.org/details.php?torrentId=584932
84,63,2/10/16,soundboard,https://archive.org/details/jrad2016-02-10.cmc621.sbd.matrix.flac16
506,63,2/10/16,audience,http://bt.etree.org/details.php?torrentId=584991
86,64,2/11/16,video,https://www.youtube.com/watch?v=lVobAG8WIYw
87,64,2/11/16,video,https://www.youtube.com/watch?v=ITVjj1hhqAA
85,64,2/11/16,audience,https://archive.org/details/JRAD2016-02-11.JoeRussosAlmostDeadCollegeStMusicHallNewHavenCT
88,65,2/12/16,soundboard,https://archive.org/details/jrad2016-02-12.cmc621.mk41v.sbd.matrix.flac16
89,66,2/13/16,soundboard,https://archive.org/details/jrad2016-02-13.cmc621.mk41v.sbd.matrix.flac16
90,67,2/14/16,soundboard,https://archive.org/details/jrad2016-02-14.cmc621.sbd.matrix.flac16
91,68,3/24/16,unknown,https://archive.org/details/jrad2016-03-24.jrad2016-03-24
353,68,3/24/16,pro-shot,https://www.youtube.com/watch?v=tPYiYRBVyyE
338,69,3/25/16,video,https://www.youtube.com/watch?v=zrefc52l_tI
92,69,3/25/16,soundboard,https://archive.org/details/jrad2016-03-25.cmc621.cmc641vxt.sbd.matrix.flac16
339,70,3/26/16,video,https://www.youtube.com/watch?v=nS1_c2TIy84
93,70,3/26/16,soundboard,https://archive.org/details/jrad2016-03-26.cmc621.cmc641vxt.sbd.matrix.flac16
94,71,4/29/16,audience,https://archive.org/details/JRAD2016-04-29.JoyTheaterNOLA-MBHO440
95,72,4/30/16,audience,https://archive.org/details/JRAD2016-04-30.JoyTheaterNOLA-MBHO440
96,75,7/2/16,soundboard,https://archive.org/details/jrad2016-07-02.cmc621.sbd.matrix.flac16
97,76,7/3/16,soundboard,https://archive.org/details/JRAD2016-07-03.stream
98,77,8/13/16,audience,https://archive.org/details/jrad2016-08-13.tfunk260
507,77,8/13/16,audience,http://bt.etree.org/details.php?torrentId=588229
508,77,8/13/16,audience,http://bt.etree.org/details.php?torrentId=588201
509,77,8/13/16,audience,http://bt.etree.org/details.php?torrentId=594130
510,77,8/13/16,audience,http://bt.etree.org/details.php?torrentId=588265
511,77,8/13/16,audience,http://bt.etree.org/details.php?torrentId=588266
99,78,8/20/16,audience,https://archive.org/details/jrad-oregon-ridge-park-2016-08-20
100,79,8/25/16,soundboard,https://archive.org/details/jrad2016-08-25.cmc621.sbd.matrix.flac16
397,79,8/25/16,video,https://www.youtube.com/watch?v=dwNDl1XHlhc
101,80,8/26/16, matrix,https://archive.org/details/jrad2016-08-26.cmc621.sbd.matrix.flac16
512,80,8/26/16,audience,http://bt.etree.org/details.php?torrentId=588456
102,81,10/6/16,soundboard,https://archive.org/details/jrad2016-10-06.cmc621.cmc641vxt.sbd.matrix.flac16
103,82,10/7/16,soundboard,https://archive.org/details/jrad2016-10-07.cmc621.cmc641vxt.sbd.matrix.flac16
513,82,10/7/16,audience,http://bt.etree.org/details.php?torrentId=589185
104,83,10/8/16,soundboard,https://archive.org/details/jrad2016-10-08.cmc621.cmc641vxt.sbd.matrix.flac16
514,83,10/8/16,audience,http://bt.etree.org/details.php?torrentId=589196
105,84,11/11/16,audience,https://archive.org/details/jrad2016-11-11.flac16
107,85,11/12/16,video,https://www.youtube.com/watch?v=Aab7-U_1PQ8
108,85,11/12/16,video,https://www.youtube.com/watch?v=j7He3e_AIXE&t=980s
106,85,11/12/16,soundboard,https://archive.org/details/jrad2016-11-12.cmc621.sbd.matrix.flac16
109,86,11/26/16,soundboard,https://archive.org/details/jrad2016-11-26.cmc621.cmc641vxt.sbd.matrix.flac16
110,87,12/2/16,soundboard,https://archive.org/details/jrad2016-12-02.cmc621.cmc641vxt.sbd.matrix.flac16
111,88,12/4/16,soundboard,https://archive.org/details/jrad2016-12-04.cmc621.sbd.matrix.flac24
112,89,12/15/16,soundboard,https://archive.org/details/jrad2016-12-15.cmc621.sbd.matrix.flac16
113,90,12/16/16,soundboard,https://archive.org/details/jrad2016-12-16.cmc621.sbd.matrix.flac16
115,91,12/17/16,video,https://www.youtube.com/watch?v=bRTS3htBR44
116,91,12/17/16,video,https://www.youtube.com/watch?v=AcHjkZ8hruA
114,91,12/17/16,soundboard,https://archive.org/details/jrad2016-12-17.cmc621.sbd.matrix.flac24
117,92,12/28/16,soundboard,https://archive.org/details/jrad2016-12-28.cmc621.cmc641vxt.sbd.matrix.flac16
118,93,12/29/16,soundboard,https://archive.org/details/jrad2016-12-29.cmc621.cmc641vxt.sbd.matrix.flac16
120,94,12/30/16,soundboard,https://archive.org/details/jrad2016-12-30.cmc621.cmc641vxt.sbd.matrix.flac24
515,94,12/30/16,audience,http://bt.etree.org/details.php?torrentId=590605
121,95,12/31/16,soundboard,https://archive.org/details/jrad2016-12-31.cmc621.cmc65xt.sbd.matrix.flac16
123,96,1/12/17,soundboard,https://archive.org/details/jrad2017-01-12.cmc621.cmc64.sbd.matrix.flac16
124,97,1/13/17,soundboard,https://archive.org/details/jrad2017-01-13.cmc621.cmc64.sbd.matrix.flac24
125,97,1/13/17,audience,https://archive.org/details/jrad2017-01-13.peluso.ck21.flac24
516,97,1/13/17,audience,http://bt.etree.org/details.php?torrentId=590801
517,97,1/13/17,audience,http://bt.etree.org/details.php?torrentId=590802
126,98,1/14/17,soundboard,https://archive.org/details/jrad2017-01-14.cmc621.sbd.matrix.flac16
463,98,1/14/17,audience,https://archive.org/details/JRAD2017-01-14.AKG483
518,98,1/14/17,audience,http://bt.etree.org/details.php?torrentId=591029
127,99,1/15/17,soundboard,https://archive.org/details/jrad2017-01-15.cmc621.sbd.matrix.flac16
128,100,3/9/17,soundboard,https://archive.org/details/jrad2017-03-09.cmc621.cmc641vxt.sbd.matrix.flac16
130,101,3/10/17,soundboard,https://archive.org/details/jrad2017-03-10.cmc621.cmc641vxt.sbd.matrix.flac16
131,102,3/11/17,soundboard,https://archive.org/details/jrad2017-03-11.cmc621.cmc641vxt.sbd.matrix.flac16
133,103,3/16/17,soundboard,https://archive.org/details/jrad2017-03-16.cmc621.cmc641vxt.sbd.matrix.flac16
135,104,3/17/17,soundboard,https://archive.org/details/jrad2017-03-17.cmc621.cmc64.sbd.matrix.flac16
137,105,3/18/17,soundboard,https://archive.org/details/jrad2017-03-18.cmc621.sbd.matrix.flac16
462,105,3/18/17,audience,https://archive.org/details/jrad2017-03-18.flac16
519,105,3/18/17,audience,http://bt.etree.org/details.php?torrentId=591914
138,106,3/31/17,video,https://www.youtube.com/watch?v=41j4cbNS_OA
139,107,4/28/17,soundboard,https://archive.org/details/jrad2017-04-28.cmc621.cmc64.sbd.matrix.flac16
520,107,4/28/17,audience,http://bt.etree.org/details.php?torrentId=592853
521,107,4/28/17,audience,http://bt.etree.org/details.php?torrentId=592669
522,107,4/28/17,audience,http://bt.etree.org/details.php?torrentId=592670
523,107,4/28/17,audience,http://bt.etree.org/details.php?torrentId=592671
140,108,4/29/17,soundboard,https://archive.org/details/jrad2017-04-29.cmc621.cmc64.sbd.matrix.flac16
524,108,4/29/17,audience,http://bt.etree.org/details.php?torrentId=592718
525,108,4/29/17,audience,http://bt.etree.org/details.php?torrentId=592719
526,108,4/29/17,audience,http://bt.etree.org/details.php?torrentId=592720
142,109,5/5/17,soundboard,https://archive.org/details/jrad2017-05-05.cmc621.cmc64.sbd.matrix.flac16
143,110,5/6/17,soundboard,https://archive.org/details/jrad2017-05-06.cmc621.cmc64.sbd.matrix.flac16
144,111,5/7/17,soundboard,https://archive.org/details/jrad2017-05-07.cmc621.cmc64.sbd.matrix.flac16
145,112,6/3/17,soundboard,https://archive.org/details/jrad2017-06-03.cmc621.sbd.matrix.flac16
527,112,6/3/17,audience,http://bt.etree.org/details.php?torrentId=593437
147,113,7/16/17,soundboard,https://archive.org/details/jrad2017-07-16.cmc621.cmc64.sbd.matrix.flac24
148,113,7/16/17,audience,https://archive.org/details/JRAD2017-07-16.aud.senn8040.flac24
414,113,7/16/17,video,https://www.youtube.com/watch?v=IdTruvIqEMw
149,114,7/21/17,soundboard,https://archive.org/details/jrad2017-07-21.cmc621.cmc641vxt.sbd.matrix.flac16
150,115,7/22/17,soundboard,https://archive.org/details/jrad2017-07-22.cmc621.cmc641vxt.sbd.matrix.flac16
151,116,8/10/17,soundboard,https://www.munck-music.com/products/joe-russos-almost-dead-live-at-2017-peach-music-festival
152,116,8/10/17,audience,https://archive.org/details/grad2017-08-10.elam260.ck8.f8.flac
460,116,8/10/17,audience,https://archive.org/details/jrad2017-08-10.mk4_24bit
461,116,8/10/17,audience,http://bt.etree.org/details.php?torrentId=594586
528,116,8/10/17,audience,http://bt.etree.org/details.php?torrentId=595538
529,116,8/10/17,audience,http://bt.etree.org/details.php?torrentId=595367
154,118,8/26/17,soundboard,https://archive.org/details/jrad2017-08-26.cmc621.cmc64.sbd.matrix.flac24
156,119,8/31/17,soundboard,https://archive.org/details/jrad2017-08-31.cmc621.cmc64.sbd.matrix.flac16
341,119,8/31/17,pro-shot,https://www.youtube.com/watch?v=mknicULdGy8
530,119,8/31/17,audience,http://bt.etree.org/details.php?torrentId=595070
157,120,9/2/17,audience,https://archive.org/details/jrad-ncmf2017
158,121,10/5/17,soundboard,https://archive.org/details/jrad2017-10-05.cmc621.cmc641vxt.sbd.matrix.flac16
159,121,10/5/17,audience,https://archive.org/details/JRAD2017-10-05.aud.senn8040.flac.24
379,121,10/5/17,video,https://www.youtube.com/watch?v=XMhi8h6Dgt0
161,122,10/6/17,soundboard,https://archive.org/details/jrad2017-10-06.cmc621.cmc641vxt.sbd.matrix.flac16
163,123,10/7/17,soundboard,https://archive.org/details/jrad2017-10-07.cmc621.cmc641vxt.sbd.matrix.flac24
358,123,10/7/17,pro-shot,https://www.youtube.com/watch?v=NdGziFG68eY
164,124,10/12/17,soundboard,https://archive.org/details/jrad2017-10-12.cmc621.cmc641vxt.sbd.matrix.flac16
165,124,10/12/17,audience,https://archive.org/details/JRAD2017-10-12.aud.senn8040.earthworksTC25.flac24
413,124,10/12/17,video,https://www.youtube.com/watch?v=paOkb4I-L0c
167,125,10/13/17,soundboard,https://archive.org/details/jrad2017-10-13.cmc621.cmc641vxt.sbd.matrix.flac16
169,126,10/14/17,soundboard,https://archive.org/details/jrad2017-10-14.cmc621.cmc641vxt.sbd.matrix.flac24
171,127,10/26/17,video,https://www.youtube.com/watch?v=5bZM8jmnY8A
172,128,11/9/17,soundboard,https://archive.org/details/jrad2017-11-09.cmc621.cmc64.sbd.matrix.flac16
173,128,11/9/17,audience,https://archive.org/details/russo2017-11-09.travitz.schoepsMK4V.flac16
430,128,11/9/17,video,https://www.youtube.com/watch?v=ksUZxad5nv8
174,129,11/10/17,soundboard,https://archive.org/details/jrad2017-11-10.cmc621.cmc64.sbd.matrix.flac16
175,129,11/10/17,audience,https://archive.org/details/russo2017-11-10.travitz.schoepsMK4V.flac16
429,129,11/10/17,video,https://www.youtube.com/watch?v=B1atkoRGJ_A
2,130,11/11/17,soundboard,https://archive.org/details/jrad2017-11-11.cmc621.cmc64.sbd.matrix.flac16
177,130,11/11/17,audience,https://archive.org/details/jrad2017-11-11.theocelot_akg
387,130,11/11/17,video,https://www.youtube.com/watch?v=TftNpXKnSTI
178,131,11/24/17,soundboard,https://archive.org/details/jrad2017-11-24.cmc621.cmc64.sbd.matrix.flac16
342,131,11/24/17,pro-shot,https://www.youtube.com/watch?v=ZhCBzyPFyac
179,131,11/24/17,audience,https://archive.org/details/jrad2017-11-24
181,132,11/25/17,soundboard,https://archive.org/details/jrad2017-11-25.cmc621.cmc64.sbd.matrix.flac16
182,132,11/25/17,audience,https://archive.org/details/jrad2017-11-25.akg300.flac16
531,132,11/25/17,audience,http://bt.etree.org/details.php?torrentId=596566
184,134,12/8/17,soundboard,https://archive.org/details/jrad2017-12-08.cmc621.cmc641vxt.cmc622.sbd.matrix.flac16
185,134,12/8/17,audience,https://archive.org/details/russo2017-12-08.travitz.schoepMK4v.flac16
532,134,12/8/17,audience,http://bt.etree.org/details.php?torrentId=596743
186,135,12/9/17,soundboard,https://archive.org/details/jrad2017-12-09.cmc621.cmc641vxt.cmc622.sbd.matrix.flac24
187,135,12/9/17,audience,https://archive.org/details/russo2017-12-09.travitz.schoepsMK4v.flac16
533,135,12/9/17,audience,http://bt.etree.org/details.php?torrentId=596743
188,136,1/12/18,soundboard,https://archive.org/details/jrad2018-01-12.cmc621.cmc641vxt.sbd.matrix.flac16
